emp_id,bank_name,bank_account_num,ifsc_code
EMP02537,Kotak Mahindra Bank,145415729093,KOTA0463222
EMP02538,Canara Bank,454806926782,CANA0704623
EMP02539,Axis Bank,162892710972,AXIS0302223
EMP02540,Axis Bank,582983820053,AXIS0954415
EMP02541,Axis Bank,695078627489,AXIS0256957
EMP02542,Punjab National Bank,909785566693,PUNJ0272331
EMP02543,Axis Bank,645947827538,AXIS0750672
EMP02544,Canara Bank,13872439009,CANA0141699
EMP02545,Axis Bank,581808398589,AXIS0669516
EMP02546,Kotak Mahindra Bank,130877508347,KOTA0583804
EMP02547,Canara Bank,163559442761,CANA0398485
EMP02548,State Bank of India,751727315167,STAT0168350
EMP02549,Axis Bank,580027419692,AXIS0578184
EMP02550,HDFC Bank,122699593308,HDFC0937545
EMP02551,State Bank of India,300140472118,STAT0449681
EMP02552,Axis Bank,408616112514,AXIS0892500
EMP02553,ICICI Bank,765434882007,ICIC0374950
EMP02554,Axis Bank,643031825126,AXIS0212504
EMP02555,HDFC Bank,431799907525,HDFC0715644
EMP02556,Canara Bank,702410337980,CANA0939347
EMP02557,Punjab National Bank,601509050197,PUNJ0133075
EMP02558,Axis Bank,856452317282,AXIS0122806
EMP02559,State Bank of India,817585719102,STAT0472859
EMP02560,Canara Bank,164959140871,CANA0844510
EMP02561,Canara Bank,901079625453,CANA0828672
EMP02562,Canara Bank,791774403345,CANA0218949
EMP02563,HDFC Bank,253439230264,HDFC0479078
EMP02564,Punjab National Bank,558040354015,PUNJ0265624
EMP02565,State Bank of India,322747515053,STAT0591722
EMP02566,Canara Bank,324387593017,CANA0464466
EMP02567,HDFC Bank,904637253581,HDFC0719169
EMP02568,Kotak Mahindra Bank,154015966516,KOTA0385295
EMP02569,HDFC Bank,704379021959,HDFC0257878
EMP02570,HDFC Bank,640710431916,HDFC0873073
EMP02571,Canara Bank,844177337165,CANA0957770
EMP02572,Canara Bank,659065170533,CANA0904317
EMP02573,Punjab National Bank,743146169741,PUNJ0787683
EMP02574,Canara Bank,336514305289,CANA0978495
EMP02575,Punjab National Bank,540489525246,PUNJ0783048
EMP02576,Canara Bank,42199388955,CANA0490440
EMP02577,Axis Bank,950221241834,AXIS0752698
EMP02578,Kotak Mahindra Bank,629923816440,KOTA0349962
EMP02579,Punjab National Bank,59383913939,PUNJ0603146
EMP02580,Punjab National Bank,598161666241,PUNJ0750518
EMP02581,HDFC Bank,801793610670,HDFC0398719
EMP02582,HDFC Bank,287165216671,HDFC0757725
EMP02583,Kotak Mahindra Bank,442196677545,KOTA0555920
EMP02584,State Bank of India,195034044869,STAT0575520
EMP02585,ICICI Bank,72058552329,ICIC0107218
EMP02586,Kotak Mahindra Bank,208031779277,KOTA0956471
EMP02587,Canara Bank,301563645008,CANA0445889
EMP02588,State Bank of India,915874327221,STAT0717987
EMP02589,Kotak Mahindra Bank,176499456352,KOTA0983503
EMP02590,Canara Bank,142674076221,CANA0864845
EMP02591,Punjab National Bank,221750735641,PUNJ0437257
EMP02592,Axis Bank,297425689616,AXIS0296358
EMP02593,Kotak Mahindra Bank,417576591453,KOTA0488924
EMP02594,State Bank of India,650532197467,STAT0858426
EMP02595,State Bank of India,463649629813,STAT0205992
EMP02596,Punjab National Bank,647919120928,PUNJ0453891
EMP02597,Punjab National Bank,837903062689,PUNJ0852190
EMP02598,State Bank of India,45202858075,STAT0801705
EMP02599,State Bank of India,433198760937,STAT0212683
EMP02600,State Bank of India,854334517766,STAT0519389
EMP02601,Canara Bank,742116929886,CANA0411151
EMP02602,Axis Bank,268004418403,AXIS0102061
EMP02603,ICICI Bank,775372380230,ICIC0301430
EMP02604,Axis Bank,952299456068,AXIS0931856
EMP02605,State Bank of India,322661606520,STAT0145553
EMP02606,ICICI Bank,686900354779,ICIC0907330
EMP02607,HDFC Bank,758913418742,HDFC0484621
EMP02608,Kotak Mahindra Bank,587191478919,KOTA0831375
EMP02609,State Bank of India,436355189834,STAT0637429
EMP02610,Axis Bank,206883133582,AXIS0119516
EMP02611,ICICI Bank,478301176829,ICIC0127944
EMP02612,HDFC Bank,301969650718,HDFC0392825
EMP02613,HDFC Bank,606592302746,HDFC0280252
EMP02614,Canara Bank,748427967986,CANA0603987
EMP02615,Canara Bank,333698309052,CANA0465847
EMP02616,Punjab National Bank,686483955158,PUNJ0547661
EMP02617,Punjab National Bank,231437848495,PUNJ0463377
EMP02618,Kotak Mahindra Bank,512947909079,KOTA0875787
EMP02619,Axis Bank,70912035710,AXIS0572998
EMP02620,ICICI Bank,781822042207,ICIC0767852
EMP02621,State Bank of India,714098561046,STAT0979308
EMP02622,Punjab National Bank,81440220396,PUNJ0643537
EMP02623,State Bank of India,207338544641,STAT0813967
EMP02624,Kotak Mahindra Bank,581586990537,KOTA0841810
EMP02625,Punjab National Bank,786921149452,PUNJ0239627
EMP02626,ICICI Bank,382245080586,ICIC0636119
EMP02627,Canara Bank,781819018972,CANA0468999
EMP02628,Kotak Mahindra Bank,897717521097,KOTA0372892
EMP02629,HDFC Bank,193433332396,HDFC0544955
EMP02630,Canara Bank,434195611801,CANA0437529
EMP02631,Axis Bank,365476742567,AXIS0402657
EMP02632,ICICI Bank,341618212731,ICIC0206358
EMP02633,Axis Bank,249037230382,AXIS0562337
EMP02634,Axis Bank,623675441805,AXIS0462323
EMP02635,Punjab National Bank,105895342307,PUNJ0990378
EMP02636,Canara Bank,147495501565,CANA0797317
EMP02637,Canara Bank,985360437676,CANA0295109
EMP02638,Canara Bank,796312998387,CANA0428761
EMP02639,ICICI Bank,863727206992,ICIC0337500
EMP02640,Axis Bank,937085434719,AXIS0562274
EMP02641,Axis Bank,622089177685,AXIS0483000
EMP02642,Punjab National Bank,104834529818,PUNJ0222296
EMP02643,Canara Bank,948232784735,CANA0812472
EMP02644,State Bank of India,40795149651,STAT0318949
EMP02645,HDFC Bank,297989324272,HDFC0440943
EMP02646,Axis Bank,90959756894,AXIS0886683
EMP02647,Axis Bank,195722743019,AXIS0618605
EMP02648,HDFC Bank,217510712358,HDFC0381607
EMP02649,ICICI Bank,517969942238,ICIC0514509
EMP02650,Canara Bank,531737311374,CANA0168020
EMP02651,Punjab National Bank,916818322010,PUNJ0314858
EMP02652,Canara Bank,370253803706,CANA0474310
EMP02653,Canara Bank,568631892661,CANA0492271
EMP02654,HDFC Bank,404511232649,HDFC0569903
EMP02655,Kotak Mahindra Bank,141394764941,KOTA0458868
EMP02656,HDFC Bank,105523901425,HDFC0144851
EMP02657,State Bank of India,64787625915,STAT0133123
EMP02658,ICICI Bank,907814487493,ICIC0876711
EMP02659,Axis Bank,191456121095,AXIS0782129
EMP02660,Punjab National Bank,421575319856,PUNJ0107623
EMP02661,Canara Bank,442766934530,CANA0848342
EMP02662,Canara Bank,788709643601,CANA0973182
EMP02663,State Bank of India,592733236710,STAT0290029
EMP02664,Axis Bank,980809131990,AXIS0632914
EMP02665,HDFC Bank,144939915118,HDFC0293069
EMP02666,Axis Bank,427376097770,AXIS0151359
EMP02667,State Bank of India,528204363809,STAT0520878
EMP02668,Canara Bank,34351324768,CANA0116417
EMP02669,State Bank of India,493956044470,STAT0188826
EMP02670,Axis Bank,958569248859,AXIS0682957
EMP02671,Axis Bank,973141054000,AXIS0275345
EMP02672,Kotak Mahindra Bank,349111881777,KOTA0204469
EMP02673,ICICI Bank,647007654347,ICIC0989424
EMP02674,Axis Bank,547316156924,AXIS0783152
EMP02675,Canara Bank,367831300116,CANA0590638
EMP02676,Canara Bank,379681597067,CANA0913713
EMP02677,Canara Bank,323040395911,CANA0630365
EMP02678,Axis Bank,99834404236,AXIS0238204
EMP02679,Canara Bank,367435337204,CANA0649207
EMP02680,Canara Bank,894164233194,CANA0621927
EMP02681,Punjab National Bank,599492258542,PUNJ0917554
EMP02682,HDFC Bank,893144252627,HDFC0688608
EMP02683,Canara Bank,244865435307,CANA0939976
EMP02684,State Bank of India,209770729331,STAT0659237
EMP02685,State Bank of India,585463825177,STAT0591058
EMP02686,State Bank of India,858993632773,STAT0804988
EMP02687,State Bank of India,83291032774,STAT0162585
EMP02688,ICICI Bank,606328922887,ICIC0978485
EMP02689,Punjab National Bank,923698732245,PUNJ0575664
EMP02690,Canara Bank,13903302991,CANA0541016
EMP02691,HDFC Bank,27100561960,HDFC0384388
EMP02692,Canara Bank,332796675551,CANA0436232
EMP02693,HDFC Bank,633786882354,HDFC0468341
EMP02694,Punjab National Bank,106979951308,PUNJ0883366
EMP02695,Canara Bank,284126039731,CANA0408925
EMP02696,Punjab National Bank,810042762645,PUNJ0927649
EMP02697,Kotak Mahindra Bank,332425174991,KOTA0766438
EMP02698,Punjab National Bank,168101695536,PUNJ0535117
EMP02699,Canara Bank,949636227253,CANA0859879
EMP02700,HDFC Bank,857619328869,HDFC0669058
EMP02701,Axis Bank,966676156769,AXIS0994886
EMP02702,Kotak Mahindra Bank,330960022337,KOTA0905335
EMP02703,State Bank of India,585777054301,STAT0475976
EMP02704,Kotak Mahindra Bank,119205060561,KOTA0885574
EMP02705,HDFC Bank,97951109113,HDFC0441384
EMP02706,State Bank of India,636034577484,STAT0520071
EMP02707,Punjab National Bank,623696778711,PUNJ0115225
EMP02708,Canara Bank,81226179499,CANA0519663
EMP02709,HDFC Bank,210542104547,HDFC0372423
EMP02710,HDFC Bank,115559982572,HDFC0180273
EMP02711,Canara Bank,339753318012,CANA0876652
EMP02712,Canara Bank,335035188746,CANA0478543
EMP02713,Kotak Mahindra Bank,463002947763,KOTA0621482
EMP02714,Axis Bank,724031119150,AXIS0386103
EMP02715,Punjab National Bank,141252761547,PUNJ0462480
EMP02716,Kotak Mahindra Bank,521700627710,KOTA0744406
EMP02717,Axis Bank,53247129548,AXIS0204709
EMP02718,Kotak Mahindra Bank,316497562990,KOTA0104717
EMP02719,HDFC Bank,39010004841,HDFC0255100
EMP02720,ICICI Bank,415746358643,ICIC0477111
EMP02721,HDFC Bank,687385662850,HDFC0110440
EMP02722,ICICI Bank,425401639385,ICIC0498384
EMP02723,Canara Bank,120960242920,CANA0993997
EMP02724,Axis Bank,144068264340,AXIS0209754
EMP02725,Punjab National Bank,547275296837,PUNJ0395774
EMP02726,Kotak Mahindra Bank,184720989813,KOTA0875625
EMP02727,ICICI Bank,16687576766,ICIC0918621
EMP02728,Canara Bank,917247900231,CANA0490743
EMP02729,Canara Bank,217353475641,CANA0884368
EMP02730,Kotak Mahindra Bank,995890281878,KOTA0921305
EMP02731,HDFC Bank,676215537440,HDFC0349189
EMP02732,Kotak Mahindra Bank,933392768590,KOTA0406939
EMP02733,Canara Bank,341099895265,CANA0641290
EMP02734,Kotak Mahindra Bank,353097877153,KOTA0565285
EMP02735,Punjab National Bank,892012792906,PUNJ0615037
EMP02736,ICICI Bank,696248509735,ICIC0160282
EMP02737,Canara Bank,545665162673,CANA0435132
EMP02738,ICICI Bank,822092382628,ICIC0379216
EMP02739,State Bank of India,261654031243,STAT0183504
EMP02740,ICICI Bank,293918648212,ICIC0794050
EMP02741,ICICI Bank,443770521756,ICIC0897371
EMP02742,ICICI Bank,929921171749,ICIC0606557
EMP02743,Kotak Mahindra Bank,745198632194,KOTA0849709
EMP02744,Punjab National Bank,168206733396,PUNJ0799862
EMP02745,Canara Bank,776381487547,CANA0171492
EMP02746,Canara Bank,88652286294,CANA0927883
EMP02747,HDFC Bank,974551003115,HDFC0371574
EMP02748,HDFC Bank,842620470696,HDFC0374195
EMP02749,HDFC Bank,873049216064,HDFC0668038
EMP02750,Kotak Mahindra Bank,748459179390,KOTA0472146
EMP02751,Canara Bank,475774001233,CANA0564219
EMP02752,Kotak Mahindra Bank,722315840919,KOTA0376812
EMP02753,HDFC Bank,827250537640,HDFC0203297
EMP02754,State Bank of India,167872479811,STAT0835761
EMP02755,Axis Bank,210267621478,AXIS0943637
EMP02756,Punjab National Bank,694092601647,PUNJ0357521
EMP02757,HDFC Bank,253471884249,HDFC0735776
EMP02758,Punjab National Bank,335026575619,PUNJ0502093
EMP02759,Canara Bank,881273200672,CANA0129366
EMP02760,ICICI Bank,202404499841,ICIC0736540
EMP02761,Canara Bank,267980850817,CANA0522282
EMP02762,Canara Bank,613277082980,CANA0294604
EMP02763,ICICI Bank,377388448036,ICIC0144718
EMP02764,Axis Bank,887259975885,AXIS0224010
EMP02765,Kotak Mahindra Bank,880771423270,KOTA0634021
EMP02766,State Bank of India,922791733706,STAT0789844
EMP02767,State Bank of India,616667978159,STAT0535998
EMP02768,Kotak Mahindra Bank,544946687172,KOTA0117213
EMP02769,Punjab National Bank,460683354616,PUNJ0683058
EMP02770,Canara Bank,353428642487,CANA0637053
EMP02771,Canara Bank,558806149904,CANA0834850
EMP02772,Punjab National Bank,692764750303,PUNJ0655343
EMP02773,Axis Bank,253180088363,AXIS0626625
EMP02774,Canara Bank,749604260814,CANA0328291
EMP02775,ICICI Bank,865946793067,ICIC0518778
EMP02776,Punjab National Bank,365744434890,PUNJ0784295
EMP02777,State Bank of India,703113059999,STAT0949362
EMP02778,ICICI Bank,651058775023,ICIC0701041
EMP02779,State Bank of India,691490055737,STAT0768224
EMP02780,Canara Bank,968817494735,CANA0253767
EMP02781,HDFC Bank,336483195270,HDFC0844252
EMP02782,ICICI Bank,184445498910,ICIC0938870
EMP02783,Kotak Mahindra Bank,942835030188,KOTA0525020
EMP02784,State Bank of India,61827042394,STAT0881949
EMP02785,ICICI Bank,132189521496,ICIC0161770
EMP02786,State Bank of India,33354049652,STAT0239924
EMP02787,State Bank of India,464057735987,STAT0765496
EMP02788,HDFC Bank,532531181298,HDFC0948341
EMP02789,Punjab National Bank,233842350311,PUNJ0326946
EMP02790,State Bank of India,743960710015,STAT0340733
EMP02791,Axis Bank,454071582633,AXIS0392819
EMP02792,HDFC Bank,192366421488,HDFC0940147
EMP02793,Punjab National Bank,204902350272,PUNJ0612787
EMP02794,Kotak Mahindra Bank,490539502751,KOTA0571335
EMP02795,Kotak Mahindra Bank,589041793681,KOTA0467269
EMP02796,Axis Bank,292758546018,AXIS0238457
EMP02797,Axis Bank,77088129336,AXIS0277770
EMP02798,Punjab National Bank,408847063641,PUNJ0899047
EMP02799,Kotak Mahindra Bank,199826472188,KOTA0694170
EMP02800,State Bank of India,698920210197,STAT0670573
EMP02801,State Bank of India,513964061685,STAT0717959
EMP02802,ICICI Bank,48588436166,ICIC0151798
EMP02803,HDFC Bank,214984223032,HDFC0234280
EMP02804,Axis Bank,313029303624,AXIS0255991
EMP02805,Kotak Mahindra Bank,148184048134,KOTA0577485
EMP02806,Punjab National Bank,375355003405,PUNJ0994593
EMP02807,Axis Bank,474483960222,AXIS0790678
EMP02808,Punjab National Bank,984707225114,PUNJ0172000
EMP02809,State Bank of India,683468062559,STAT0373109
EMP02810,HDFC Bank,924169009388,HDFC0196544
EMP02811,Kotak Mahindra Bank,691292332104,KOTA0834015
EMP02812,Canara Bank,373411473710,CANA0948955
EMP02813,HDFC Bank,65464069376,HDFC0226875
EMP02814,Punjab National Bank,451978282992,PUNJ0762536
EMP02815,Kotak Mahindra Bank,996048350593,KOTA0291145
EMP02816,HDFC Bank,403796552538,HDFC0476356
EMP02817,State Bank of India,106608378276,STAT0284494
EMP02818,State Bank of India,859873142143,STAT0904272
EMP02819,Punjab National Bank,130779457265,PUNJ0390153
EMP02820,Axis Bank,61193059594,AXIS0831245
EMP02821,Kotak Mahindra Bank,256036560101,KOTA0522902
EMP02822,ICICI Bank,872196169434,ICIC0328558
EMP02823,Kotak Mahindra Bank,632512071677,KOTA0442446
EMP02824,ICICI Bank,54027103116,ICIC0806089
EMP02825,State Bank of India,806781095233,STAT0425442
EMP02826,State Bank of India,198409197376,STAT0877409
EMP02827,State Bank of India,247970989328,STAT0914907
EMP02828,ICICI Bank,942128906029,ICIC0220747
EMP02829,HDFC Bank,504704400246,HDFC0787099
EMP02830,ICICI Bank,415635249933,ICIC0128861
EMP02831,Axis Bank,367177230981,AXIS0468408
EMP02832,Canara Bank,494462461126,CANA0631992
EMP02833,Canara Bank,467848257981,CANA0504093
EMP02834,State Bank of India,561656828210,STAT0669295
EMP02835,Punjab National Bank,524288043247,PUNJ0721132
EMP02836,Canara Bank,442781620580,CANA0888567
EMP02837,ICICI Bank,987730052424,ICIC0892181
EMP02838,Kotak Mahindra Bank,992656114405,KOTA0871081
EMP02839,State Bank of India,476010016604,STAT0106777
EMP02840,ICICI Bank,543204026972,ICIC0974299
EMP02841,Axis Bank,630819356212,AXIS0575706
EMP02842,Canara Bank,838736197664,CANA0444464
EMP02843,Kotak Mahindra Bank,23533987206,KOTA0160545
EMP02844,Canara Bank,653046373687,CANA0889662
EMP02845,Kotak Mahindra Bank,115824663849,KOTA0956693
EMP02846,Axis Bank,727096108926,AXIS0563092
EMP02847,Axis Bank,139500489667,AXIS0492104
EMP02848,Punjab National Bank,579279483038,PUNJ0949341
EMP02849,Punjab National Bank,849891282740,PUNJ0538011
EMP02850,ICICI Bank,472555597977,ICIC0687455
EMP02851,Axis Bank,413594456109,AXIS0865491
EMP02852,Punjab National Bank,544579023427,PUNJ0544867
EMP02853,State Bank of India,805690134817,STAT0319602
EMP02854,HDFC Bank,617134968897,HDFC0748771
EMP02855,Punjab National Bank,413594156991,PUNJ0491497
EMP02856,Canara Bank,695343585632,CANA0817186
EMP02857,Punjab National Bank,670041246577,PUNJ0672625
EMP02858,State Bank of India,810784228340,STAT0769804
EMP02859,Canara Bank,690721022367,CANA0780177
EMP02860,Axis Bank,940744069857,AXIS0710486
EMP02861,HDFC Bank,306009036172,HDFC0469877
EMP02862,ICICI Bank,344397671205,ICIC0332191
EMP02863,Kotak Mahindra Bank,875033699529,KOTA0640604
EMP02864,Axis Bank,955434491457,AXIS0273366
EMP02865,Kotak Mahindra Bank,118518361775,KOTA0176835
EMP02866,HDFC Bank,283696175660,HDFC0208388
EMP02867,Axis Bank,947446220698,AXIS0616811
EMP02868,State Bank of India,943728513110,STAT0775911
EMP02869,Punjab National Bank,23202235744,PUNJ0450938
EMP02870,Axis Bank,268060647363,AXIS0361530
EMP02871,Canara Bank,711857679470,CANA0715675
EMP02872,State Bank of India,718530444442,STAT0113544
EMP02873,Axis Bank,334635641916,AXIS0281039
EMP02874,Punjab National Bank,112067356070,PUNJ0819460
EMP02875,Axis Bank,323009989883,AXIS0355663
EMP02876,HDFC Bank,379944987378,HDFC0164157
EMP02877,State Bank of India,439425927419,STAT0239983
EMP02878,ICICI Bank,942508905358,ICIC0396632
EMP02879,Canara Bank,872592747748,CANA0205766
EMP02880,State Bank of India,533752514453,STAT0437211
EMP02881,ICICI Bank,578706399433,ICIC0303457
EMP02882,Punjab National Bank,486764974622,PUNJ0940382
EMP02883,Axis Bank,793225216084,AXIS0612258
EMP02884,Axis Bank,254982290963,AXIS0333070
EMP02885,Kotak Mahindra Bank,780209511222,KOTA0371184
EMP02886,ICICI Bank,360388148427,ICIC0116846
EMP02887,Kotak Mahindra Bank,355505525881,KOTA0643322
EMP02888,HDFC Bank,429284592318,HDFC0151830
EMP02889,Kotak Mahindra Bank,457249431792,KOTA0807408
EMP02890,State Bank of India,201485444488,STAT0934670
EMP02891,ICICI Bank,851665341592,ICIC0459226
EMP02892,State Bank of India,718142905614,STAT0541067
EMP02893,HDFC Bank,111769217105,HDFC0124664
EMP02894,Punjab National Bank,175805221762,PUNJ0132160
EMP02895,HDFC Bank,954909633522,HDFC0393268
EMP02896,HDFC Bank,349308042733,HDFC0943268
EMP02897,Axis Bank,430964899605,AXIS0403983
EMP02898,Canara Bank,90459153789,CANA0786921
EMP02899,ICICI Bank,189374763086,ICIC0563489
EMP02900,Axis Bank,92746258958,AXIS0794362
EMP02901,ICICI Bank,894320026627,ICIC0730463
EMP02902,State Bank of India,845368436563,STAT0293649
EMP02903,ICICI Bank,174427988797,ICIC0119918
EMP02904,Canara Bank,452048466737,CANA0643656
EMP02905,State Bank of India,185825174023,STAT0476659
EMP02906,State Bank of India,880334237651,STAT0520440
EMP02907,Punjab National Bank,603940344274,PUNJ0408314
EMP02908,HDFC Bank,439684219457,HDFC0171299
EMP02909,Axis Bank,654338701189,AXIS0399513
EMP02910,ICICI Bank,42552761439,ICIC0539975
EMP02911,ICICI Bank,893845721923,ICIC0996072
EMP02912,Canara Bank,568049400173,CANA0729379
EMP02913,State Bank of India,831628362830,STAT0408050
EMP02914,State Bank of India,827106294064,STAT0873056
EMP02915,ICICI Bank,924936870892,ICIC0832521
EMP02916,Kotak Mahindra Bank,306051192146,KOTA0728214
EMP02917,Axis Bank,570909453107,AXIS0961165
EMP02918,ICICI Bank,373485730212,ICIC0447569
EMP02919,Axis Bank,722926083023,AXIS0454198
EMP02920,Punjab National Bank,723877972508,PUNJ0383474
EMP02921,HDFC Bank,666055724959,HDFC0699986
EMP02922,Kotak Mahindra Bank,750803672955,KOTA0557016
EMP02923,Kotak Mahindra Bank,163982027222,KOTA0171896
EMP02924,HDFC Bank,600499795115,HDFC0244810
EMP02925,Axis Bank,922742897684,AXIS0491823
EMP02926,Kotak Mahindra Bank,904461871548,KOTA0966204
EMP02927,ICICI Bank,795369176697,ICIC0701309
EMP02928,Axis Bank,435288355833,AXIS0152841
EMP02929,Kotak Mahindra Bank,119832321752,KOTA0453433
EMP02930,HDFC Bank,192302612785,HDFC0896085
EMP02931,Kotak Mahindra Bank,338737849017,KOTA0490289
EMP02932,State Bank of India,416278936729,STAT0424800
EMP02933,State Bank of India,474639259933,STAT0237487
EMP02934,Axis Bank,811433747022,AXIS0480083
EMP02935,Axis Bank,353590974501,AXIS0868500
EMP02936,State Bank of India,292849218585,STAT0693302
EMP02937,HDFC Bank,683033108153,HDFC0424789
EMP02938,Punjab National Bank,638504923169,PUNJ0974856
EMP02939,Canara Bank,317014948486,CANA0313954
EMP02940,HDFC Bank,669080167317,HDFC0309703
EMP02941,State Bank of India,770905855856,STAT0478950
EMP02942,Kotak Mahindra Bank,283063210808,KOTA0934183
EMP02943,Punjab National Bank,619526441264,PUNJ0630658
EMP02944,State Bank of India,182791030982,STAT0872220
EMP02945,State Bank of India,657193596738,STAT0956290
EMP02946,HDFC Bank,206774728571,HDFC0476455
EMP02947,Punjab National Bank,189510678072,PUNJ0252594
EMP02948,State Bank of India,868797745178,STAT0498595
EMP02949,Canara Bank,533909641496,CANA0946391
EMP02950,ICICI Bank,942543693795,ICIC0512992
EMP02951,ICICI Bank,230540830309,ICIC0242158
EMP02952,HDFC Bank,47597821685,HDFC0351769
EMP02953,State Bank of India,999025749374,STAT0389304
EMP02954,Punjab National Bank,87981746140,PUNJ0753047
EMP02955,ICICI Bank,910920672193,ICIC0864953
EMP02956,HDFC Bank,128929359746,HDFC0366997
EMP02957,Canara Bank,159245221326,CANA0473006
EMP02958,Axis Bank,84617878268,AXIS0507166
EMP02959,ICICI Bank,661840456571,ICIC0557403
EMP02960,Canara Bank,776635623703,CANA0632135
EMP02961,Canara Bank,911738542865,CANA0409871
EMP02962,Canara Bank,42070132224,CANA0301151
EMP02963,ICICI Bank,309202669637,ICIC0360532
EMP02964,Canara Bank,27154098859,CANA0956463
EMP02965,Axis Bank,66528949492,AXIS0366823
EMP02966,Canara Bank,529103743101,CANA0177690
EMP02967,Punjab National Bank,529216939545,PUNJ0264194
EMP02968,Axis Bank,947670225864,AXIS0145182
EMP02969,State Bank of India,922159351890,STAT0837572
EMP02970,State Bank of India,732937513121,STAT0543554
EMP02971,State Bank of India,881994378531,STAT0100568
EMP02972,HDFC Bank,325162126700,HDFC0261973
EMP02973,Punjab National Bank,409586693625,PUNJ0619811
EMP02974,ICICI Bank,904032846391,ICIC0543816
EMP02975,Axis Bank,114966262640,AXIS0323401
EMP02976,Canara Bank,849644232852,CANA0941191
EMP02977,HDFC Bank,736390947268,HDFC0332577
EMP02978,State Bank of India,920414407631,STAT0566518
EMP02979,ICICI Bank,332358750814,ICIC0497401
EMP02980,Kotak Mahindra Bank,790927468161,KOTA0746408
EMP02981,Canara Bank,905347475261,CANA0881853
EMP02982,HDFC Bank,320198788646,HDFC0907453
EMP02983,State Bank of India,451429855164,STAT0264211
EMP02984,Kotak Mahindra Bank,46541155530,KOTA0609560
EMP02985,HDFC Bank,449306462470,HDFC0706566
EMP02986,Punjab National Bank,126265940986,PUNJ0274144
EMP02987,Punjab National Bank,609038212954,PUNJ0117076
EMP02988,State Bank of India,179248074314,STAT0403547
EMP02989,Axis Bank,34265621393,AXIS0178154
EMP02990,Punjab National Bank,120272974992,PUNJ0431802
EMP02991,Axis Bank,989567797802,AXIS0829067
EMP02992,State Bank of India,146991189918,STAT0699560
EMP02993,Punjab National Bank,100180437923,PUNJ0269266
EMP02994,Punjab National Bank,524134108542,PUNJ0326263
EMP02995,Axis Bank,150897035776,AXIS0572857
EMP02996,Canara Bank,703385145826,CANA0370581
EMP02997,Axis Bank,443569293997,AXIS0560213
EMP02998,State Bank of India,316363214268,STAT0445450
EMP02999,Axis Bank,973136128005,AXIS0177838
EMP03000,Axis Bank,263277255725,AXIS0937384
EMP03001,State Bank of India,292953361961,STAT0433133
EMP03002,HDFC Bank,15190268568,HDFC0282098
EMP03003,Canara Bank,353319861256,CANA0444308
EMP03004,Kotak Mahindra Bank,560906634889,KOTA0802668
EMP03005,HDFC Bank,151200628435,HDFC0665791
EMP03006,ICICI Bank,527639812684,ICIC0570698
EMP03007,HDFC Bank,962280047071,HDFC0790451
EMP03008,State Bank of India,73490662734,STAT0805854
EMP03009,ICICI Bank,979542256635,ICIC0338381
EMP03010,ICICI Bank,429411697547,ICIC0924376
EMP03011,State Bank of India,480894679279,STAT0754844
EMP03012,Canara Bank,187771588564,CANA0378442
EMP03013,Canara Bank,178621988586,CANA0667115
EMP03014,ICICI Bank,828333750135,ICIC0185586
EMP03015,HDFC Bank,729048079370,HDFC0333628
EMP03016,State Bank of India,961577039524,STAT0388646
EMP03017,Axis Bank,61151480924,AXIS0536755
EMP03018,Punjab National Bank,903383074580,PUNJ0410675
EMP03019,Kotak Mahindra Bank,326069928772,KOTA0924120
EMP03020,HDFC Bank,432711165772,HDFC0356259
EMP03021,Axis Bank,787608969323,AXIS0637463
EMP03022,HDFC Bank,537906209125,HDFC0151882
EMP03023,ICICI Bank,346194562804,ICIC0739835
EMP03024,Canara Bank,685353773035,CANA0559847
EMP03025,Punjab National Bank,478647955626,PUNJ0367663
EMP03026,Axis Bank,759779107761,AXIS0831517
EMP03027,Kotak Mahindra Bank,659195681472,KOTA0570556
EMP03028,Punjab National Bank,287999959435,PUNJ0765801
EMP03029,State Bank of India,332966213033,STAT0949010
EMP03030,ICICI Bank,476806934256,ICIC0537128
EMP03031,Axis Bank,472526027356,AXIS0734980
EMP03032,HDFC Bank,936367755580,HDFC0996909
EMP03033,ICICI Bank,544051869226,ICIC0855441
EMP03034,ICICI Bank,521145602147,ICIC0715812
EMP03035,Axis Bank,964998247010,AXIS0233197
EMP03036,HDFC Bank,699298575188,HDFC0311482
EMP03037,ICICI Bank,131771074304,ICIC0589098
EMP03038,State Bank of India,202485917984,STAT0795639
EMP03039,ICICI Bank,846669440158,ICIC0901776
EMP03040,State Bank of India,561415185995,STAT0689663
EMP03041,HDFC Bank,974149872764,HDFC0235123
EMP03042,HDFC Bank,368100090496,HDFC0758718
EMP03043,Kotak Mahindra Bank,523809253450,KOTA0429190
EMP03044,Axis Bank,654095755257,AXIS0341557
EMP03045,State Bank of India,732545441348,STAT0932177
EMP03046,Punjab National Bank,84220502780,PUNJ0844248
EMP03047,Kotak Mahindra Bank,199564312492,KOTA0864352
EMP03048,Kotak Mahindra Bank,859254385248,KOTA0912937
EMP03049,Canara Bank,194977373581,CANA0791681
EMP03050,Axis Bank,189999893110,AXIS0105779
EMP03051,Axis Bank,391928540473,AXIS0180934
EMP03052,Punjab National Bank,266261818829,PUNJ0644884
